,student_id,text,text_clean,text_len_log,lemmas,time_log,time_read_log,log_punct_num,mark,score_0,score_1,score_2,Preprocessed_texts
913,52031722396,"для активности морской свинки нужны специальные тренажеры: колеса, в которых они могут бегать. Так же нужен специальный корм, грызя который грызун может стачивать свои зубки.",для активности морской свинки нужны специальные тренажеры колеса в которых они могут бегать так же нужен специальный корм грызя который грызун может стачивать свои зубки,7.400879436,активность морской свинка нужный специальный тренажёр колесо который мочь бегать нужный специальный корм грызть который грызун мочь стачивать свой зубок,"6,575539247",6.329356849,2.321928095,2,0,0,1,"['активность', 'морской', 'свинка', 'нужный', 'специальный', 'тренажёр', 'колесо', 'который', 'мочь', 'бегать', 'нужный', 'специальный', 'корм', 'грызть', 'который', 'грызун', 'мочь', 'стачивать', 'свой', 'зубок']"
914,52009532846,им нужна клетка&nbsp;<div>а также игрушки</div><div>за ними нужно убирать</div>,им нужна клетка а также игрушки за ними нужно убирать,5.727920455,нужный клетка также игрушка нужно убирать,"7,451070958",7.04898812,3.584962501,1,0,1,0,"['нужный', 'клетка', 'также', 'игрушка', 'нужно', 'убирать']"
915,24040969369,можно прятать лакомства в кокосовые шкорлупки или в картонные трубочки живот нужно дагодатся как достать еду<div>Ещё морским свинкам можно поставить лабиринты что бы они не скучали</div>,можно прятать лакомства в кокосовые скорлупки или в картонные трубочки живот нужно догадаться как достать еду ещё морским свинкам можно поставить лабиринты что бы они не скучали,7.46760555,прятать лакомство кокосовый скорлупка картонный трубочка живот нужно догадаться достать морской свинка поставить лабиринт скучать,"8,30833903",7.266786541,2.321928095,1,0,1,0,"['прятать', 'лакомство', 'кокосовый', 'скорлупка', 'картонный', 'трубочка', 'живот', 'нужно', 'догадаться', 'достать', 'морской', 'свинка', 'поставить', 'лабиринт', 'скучать']"
916,52029759067,не знаю и не знаю,не знаю и не знаю,4.087462841,знать знать,"5,262846543",6.728396738,0,0,1,0,0,"['знать', 'знать']"
917,24029633338,каждый день менять воду<div>чистить клетку</div><div>заботится</div>,каждый день менять воду чистить клетку заботится,5.584962501,каждый день менять вода чистить клетка заботиться,"6,599912842",7.74819285,3.321928095,0,1,0,0,"['каждый', 'день', 'менять', 'вода', 'чистить', 'клетка', 'заботиться']"
918,24003930759,большой дом правельный уход,большой дом правильный уход,4.754887502,большой правильный уход,"6,169925001",7.21916852,0,1,0,1,0,"['большой', 'правильный', 'уход']"
919,24021863988,они многа бегуют,они много бегают,4,бегать,"6,375039431",2.321928095,0,0,1,0,0,['бегать']
920,54005690103,нужно кормить животных и следить за их здоровье,нужно кормить животных и следить за их здоровье,5.554588852,нужно кормить животное следить здоровье,"6,729212857",7.418502003,0,0,1,0,0,"['нужно', 'кормить', 'животное', 'следить', 'здоровье']"
921,52030138326,пусть в клетках будет больше шурщящих штук домики в которых можно спрятатся,пусть в клетках будет больше шуршащих штук домики в которых можно спрятаться,6.247927513,пусть клетка большой шуршать штука домик который спрятаться,"8,358950037",6.522887495,0,2,0,0,1,"['пусть', 'клетка', 'большой', 'шуршать', 'штука', 'домик', 'который', 'спрятаться']"
922,52014017966,не мешать свинке отдыхать и не тискать животное так долго,не мешать свинке отдыхать и не тискать животное так долго,5.832890014,мешать свинка отдыхать тискать животное долго,"6,851948881",1.700439718,0,0,1,0,0,"['мешать', 'свинка', 'отдыхать', 'тискать', 'животное', 'долго']"
923,52028724760,Нельзя мучить морских свинок а то они могут умерть<div>Кормить каждый день</div>,нельзя мучить морских свинок а то они могут умереть кормить каждый день,6.14974712,мучить морской свинка мочь умереть кормить каждый день,"8,012674816",6.954708144,2.321928095,0,1,0,0,"['мучить', 'морской', 'свинка', 'мочь', 'умереть', 'кормить', 'каждый', 'день']"
924,24035600632,хорошо ухаживать за ними и заботится,хорошо ухаживать за ними и заботится,5.169925001,ухаживать заботиться,"6,06608919",1.584962501,0,0,1,0,0,"['ухаживать', 'заботиться']"
925,24009378567,Давать еду каждый день и ставить любую игрушку чтобы животному не было скучно,давать еду каждый день и ставить любую игрушку чтобы животному не было скучно,6.266786541,давать каждый день ставить любой игрушка животный скучно,"6,882643049",7.169925001,0,1,0,1,0,"['давать', 'каждый', 'день', 'ставить', 'любой', 'игрушка', 'животный', 'скучно']"
926,24037118379,купите морской свинке лабиринт,купите морской свинке лабиринт,4.906890596,купить морской свинка лабиринт,"5,209453366",6.714245518,0,1,0,1,0,"['купить', 'морской', 'свинка', 'лабиринт']"
927,24005904364,"Надо знать как за ней ухаживать, быть ответственным и не забывать её кормить.",надо знать как за ней ухаживать быть ответственным и не забывать её кормить,6.22881869,знать ухаживать ответственный забывать кормить,"6,686500527",7.754887502,1,0,1,0,0,"['знать', 'ухаживать', 'ответственный', 'забывать', 'кормить']"
928,52009513819,"в клетку ставить домики, игрушки",в клетку ставить домики игрушки,4.95419631,клетка ставить домик игрушка,"7,44281912",3.804363383,0,2,0,0,1,"['клетка', 'ставить', 'домик', 'игрушка']"
929,24028538768,Следить за клеткой своего питомца,следить за клеткой своего питомца,5.044394119,следить клетка свой питомец,"6,942514505",7.787902559,0,0,1,0,0,"['следить', 'клетка', 'свой', 'питомец']"
930,24012162044,"как можно большк пространцтва для такова питомца надо,если вы хотите положить Морскую свинку кудато в ваночку или тазик то лучше на дно нарвать и положить траву,но будте через вычайно осторожны она може укусить.",как можно большк пространцтва для такова питомца надо если вы хотите положить морскую свинку кудато в ваночку или тазик то лучше на дно нарвать и положить траву но будте через вычайно осторожны она може укусить,7.714245518,большк пространцтво таковой питомец хотеть положить морской свинка кудато ваночка тазик хороший нарвать положить трава будт вычайный осторожный укусить,"7,651051691",7.442943496,1.584962501,0,1,0,0,"['большк', 'пространцтво', 'таковой', 'питомец', 'хотеть', 'положить', 'морской', 'свинка', 'кудато', 'ваночка', 'тазик', 'хороший', 'нарвать', 'положить', 'трава', 'будт', 'вычайный', 'осторожный', 'укусить']"
931,52018859605,НАДО КУПИТЬ ЕЙ БОЛЬШУЮ КЛЕТКУ И НЕ МУЧАТЬ,надо купить ей большую клетку и не мучать,5.357552005,купить больший клетка мучить,"8,236052472",3.095586908,0,1,0,1,0,"['купить', 'больший', 'клетка', 'мучить']"
932,52015953767,клетка кормушка питье,клетка кормушка питье,4.392317423,клетка кормушка питие,"6,906157039",2.370443305,0,0,1,0,0,"['клетка', 'кормушка', 'питие']"
933,24005055218,"Нужны шуршащие, блестящие, звенящие игрушки.",нужны шуршащие блестящие звенящие игрушки,5.357552005,нужный шуршать блестящий звенящий игрушка,"7,321928095",6.845490051,1.584962501,1,0,1,0,"['нужный', 'шуршать', 'блестящий', 'звенящий', 'игрушка']"
934,24012698262,давайте ей игрушки и следите за её здоровьем <br>,давайте ей игрушки и следите за её здоровьем,5.459431619,давать игрушка следить здоровье,"5,95419631",6.820178962,1,1,0,1,0,"['давать', 'игрушка', 'следить', 'здоровье']"
935,52024322592,нужны разные лаберинт колеса и домики чтобы небыло им скучно,нужны разные лабиринт колеса и домики чтобы не было им скучно,5.930737338,нужный разный лабиринт колесо домик скучно,"9,915831587",4.491083454,0,2,0,0,1,"['нужный', 'разный', 'лабиринт', 'колесо', 'домик', 'скучно']"
936,24035952002,"советую давать морским свинкам большое пространство в клетке правильно кормить ухаживать, не забывать гладить и играть с животным, потому. у животных тоже есть чуства",советую давать морским свинкам большое пространство в клетке правильно кормить ухаживать не забывать гладить и играть с животным потому у животных тоже есть чуства,7.348728154,советовать давать морской свинка большой пространство клетка правильно кормить ухаживать забывать гладить играть животное животное чуство,"7,199672345",4.392317423,1.584962501,2,0,0,1,"['советовать', 'давать', 'морской', 'свинка', 'большой', 'пространство', 'клетка', 'правильно', 'кормить', 'ухаживать', 'забывать', 'гладить', 'играть', 'животное', 'животное', 'чуство']"
937,54005366637,не мыть ее и пугать,не мыть ее и пугать,4.247927513,мыть пугать,"6,056128279",6.015604611,0,0,1,0,0,"['мыть', 'пугать']"
938,52017501819,"ХОРОШАЯ клетка, много еды",хорошая клетка много еды,4.584962501,хороший клетка,"7,439290681",2.516771607,0,0,1,0,0,"['хороший', 'клетка']"
939,52007184535,живут в клетках дома едят фрукты,живут в клетках дома едят фрукты,5,жить клетка фрукт,"6,255104126",3.833193707,0,0,1,0,0,"['жить', 'клетка', 'фрукт']"
940,24005339866,делать по болше лоберинтов и голволомок,делать побольше лабиринтов и головоломок,5.321928095,делать большой лабиринт головоломка,"6,882643049",8.290018847,0,1,0,1,0,"['делать', 'большой', 'лабиринт', 'головоломка']"
941,52016148218,"Не забывать её кормить,<div>&nbsp;вовримя уберать клетку</div>",не забывать её кормить вовремя убирать клетку,5.491853096,забывать кормить вовремя убирать клетка,"7,337238322",6.643250131,3,0,1,0,0,"['забывать', 'кормить', 'вовремя', 'убирать', 'клетка']"
942,52027338498,например морским свинкам создают спецальный&nbsp; лабиринты и колёсы для бега а также домики внутри каторых грызун может спрятся<br>,например морским свинкам создают специальный лабиринты и колесо для бега а также домики внутри которых грызун может спрятся,6.942514505,например морской свинка создавать специальный лабиринт колесо также домик внутри который грызун мочь сприться,"8,570971367",5.786883827,2,2,0,0,1,"['например', 'морской', 'свинка', 'создавать', 'специальный', 'лабиринт', 'колесо', 'также', 'домик', 'внутри', 'который', 'грызун', 'мочь', 'сприться']"
943,24016018195,игрушки менять,игрушки менять,3.807354922,игрушка менять,"5,807354922",7.303780748,0,1,0,1,0,"['игрушка', 'менять']"
944,52007395722,не мучать ее и кормить каждый день,не мучать ее и кормить каждый день,5.087462841,мучить кормить каждый день,"6,776643581",7.942825296,0,0,1,0,0,"['мучить', 'кормить', 'каждый', 'день']"
945,24018260519,лабиринты строить,лабиринты строить,4.087462841,лабиринт строить,"5,087462841",7.894817763,0,1,0,1,0,"['лабиринт', 'строить']"
946,24029326790,Животное это ответственность за ним нужно ухаживать и кормить&nbsp;,животное это ответственность за ним нужно ухаживать и кормить,5.930737338,животное ответственность нужно ухаживать кормить,"6,62935662",7.285402219,1,0,1,0,0,"['животное', 'ответственность', 'нужно', 'ухаживать', 'кормить']"
947,52007057618,смотреть за ней&nbsp; ухаживать и обезательна&nbsp; &nbsp;кормить,смотреть за ней ухаживать и обязательно кормить,5.554588852,смотреть ухаживать обязательно кормить,"8,128643968",0.6681191247,2.584962501,0,1,0,0,"['смотреть', 'ухаживать', 'обязательно', 'кормить']"
948,54005068125,они ево тнебуту кормити,они его не буду кормите,4.523561956,кормить,"7,522620761",0.855192408,0,0,1,0,0,['кормить']
949,24021328752,всегда менять воду,всегда менять воду,4.169925001,менять вода,"5,285402219",1,0,0,1,0,0,"['менять', 'вода']"
950,52026435012,"убираться за ним ,кормить, поить, нужна клетка.",убираться за ним кормить поить нужна клетка,5.426264755,убираться кормить поить нужный клетка,"7,613789464",1.5360529,2,0,1,0,0,"['убираться', 'кормить', 'поить', 'нужный', 'клетка']"
951,24021450921,поилка и клетка,поилка и клетка,3.906890596,поилка клетка,"5,672425342",7.409390936,0,0,1,0,0,"['поилка', 'клетка']"
952,52029259944,"купить свинке домик,кормить естественными овощами и&nbsp; фруктами",купить свинке домик кормить естественными овощами и фруктами,5.906890596,купить свинка домик кормить естественный овощ фрукт,"7,01232284",5.855541276,1.584962501,0,1,0,0,"['купить', 'свинка', 'домик', 'кормить', 'естественный', 'овощ', 'фрукт']"
953,52015126302,кормить не очень много,кормить не очень много,4.459431619,кормить очень,"5,575070247",7.325485359,0,0,1,0,0,"['кормить', 'очень']"
954,24026322222,"на дно клетки положить опилки. Нужен домик,чтоб животное могло спрятаться. Игрушки и колесо для бега",на дно клетки положить опилки нужен домик чтоб животное могло спрятаться игрушки и колесо для бега,6.614709844,клетка положить опилка нужный домик животное мочь спрятаться игрушка колесо,"7,584962501",7.651051691,1.584962501,2,0,0,1,"['клетка', 'положить', 'опилка', 'нужный', 'домик', 'животное', 'мочь', 'спрятаться', 'игрушка', 'колесо']"
955,24008113225,"надо приобристи для нее колесо давать головаломки,нужно уxаживать за ней",надо приобрести для нее колесо давать головоломки нужно ухаживать за ней,6.169925001,приобрести колесо давать головоломка нужно ухаживать,"6,977279923",7.209453366,0,1,0,1,0,"['приобрести', 'колесо', 'давать', 'головоломка', 'нужно', 'ухаживать']"
956,52017837707,за морской сввинкой надо регуряльно ухаживать и давать поесть и мыть,за морской свинкой надо регулярно ухаживать и давать поесть и мыть,6.044394119,морской свинка регулярно ухаживать давать поесть мыть,"7,59735984",7.362934464,0,0,1,0,0,"['морской', 'свинка', 'регулярно', 'ухаживать', 'давать', 'поесть', 'мыть']"
957,24006911325,"много вкусного корма, игрушки",много вкусного корма игрушки,4.807354922,вкусный корм игрушка,6,7.357552005,0,1,0,1,0,"['вкусный', 'корм', 'игрушка']"
958,52014620977,"чистить регулярно клетку, оставлять воду, и еду",чистить регулярно клетку оставлять воду и еду,5.491853096,чистить регулярно клетка оставлять вода,"8,968044659",2.091530593,1,0,1,0,0,"['чистить', 'регулярно', 'клетка', 'оставлять', 'вода']"
959,54005662878,УЛУЧШЕННОЕ ПИТАНИЕ,улучшенное питание,4.169925001,улучшить питание,"4,427472087",1.869081754,0,0,1,0,0,"['улучшить', 'питание']"
960,24040176173,кормить обустроить дом,кормить обустроить дом,4.459431619,кормить обустроить,"4,95419631",7.651051691,0,1,0,1,0,"['кормить', 'обустроить']"
961,24028741537,для них придумовать развлечение,для них придумывать развлечение,4.95419631,придумывать развлечение,"6,06608919",6.832890014,0,1,0,1,0,"['придумывать', 'развлечение']"
962,24005930909,С ней нужно играть и за ней ухаживать.,с ней нужно играть и за ней ухаживать,5.209453366,нужно играть ухаживать,"5,906890596",7.321928095,0,1,0,1,0,"['нужно', 'играть', 'ухаживать']"
963,52013601902,"Морским свинкам нужен лабиринт и колёса, чтобы они бегали. Нужны блестящие и шуршащие игрушки, так они меньше скучают.",морским свинкам нужен лабиринт и колёса чтобы они бегали нужны блестящие и шуршащие игрушки так они меньше скучают,6.832890014,морской свинка нужный лабиринт колесо бегать нужный блестящий шуршать игрушка маленький скучать,"8,413162468",7.06063109,2,2,0,0,1,"['морской', 'свинка', 'нужный', 'лабиринт', 'колесо', 'бегать', 'нужный', 'блестящий', 'шуршать', 'игрушка', 'маленький', 'скучать']"
964,24019527845,"часто чистить клетку,сильно не тривожить<br>",часто чистить клетку сильно не тревожить,5.321928095,часто чистить клетка сильно тревожить,"6,672425342",6.523561956,1.584962501,0,1,0,0,"['часто', 'чистить', 'клетка', 'сильно', 'тревожить']"
965,24005441768,"делать для них лабиринт, купить колесо для бега",делать для них лабиринт купить колесо для бега,5.523561956,делать лабиринт купить колесо,"7,77478706",7.169925001,0,1,0,1,0,"['делать', 'лабиринт', 'купить', 'колесо']"
966,52009941196,НЕГР ШОКОЛАДКА ДЯДЯ СТЕПА МОНСТР,негр шоколадка дядя степа монстр,5,негр шоколадка дядя степ монстр,"5,08436196",1.032100843,0,0,1,0,0,"['негр', 'шоколадка', 'дядя', 'степ', 'монстр']"
967,52033179602,не иметь кота развлекать питомца любить его и следить запитанием,не иметь кота развлекать питомца любить его и следить за питанием,6.022367813,иметь развлекать питомец любить следить питание,"7,332958504",7.506454372,0,1,0,1,0,"['иметь', 'развлекать', 'питомец', 'любить', 'следить', 'питание']"
968,52014186718,не тискать её&nbsp;&nbsp;,не тискать её,3.700439718,тискать,"6,438908261",6.572025611,2,0,1,0,0,['тискать']
969,52032612025,"следить за здоровьем, создавать комфортные условия",следить за здоровьем создавать комфортные условия,5.614709844,следить здоровье создавать комфортный условие,"6,54491808",6.896368736,0,0,1,0,0,"['следить', 'здоровье', 'создавать', 'комфортный', 'условие']"
970,24011547671,Как содержать морскую свинку.<br>Чем её кормить?<br><br>,как содержать морскую свинку чем её кормить,5.426264755,содержать морской свинка кормить,"7,118941073",7.294620749,3,0,1,0,0,"['содержать', 'морской', 'свинка', 'кормить']"
971,52031978589,"Сделать домик, несколько лабиринтов и колесо для бега",сделать домик несколько лабиринтов и колесо для бега,5.700439718,сделать домик несколько лабиринт колесо,"6,275807908",5.828301536,0,2,0,0,1,"['сделать', 'домик', 'несколько', 'лабиринт', 'колесо']"
972,24027226209,катя&nbsp; и&nbsp; &nbsp;саша&nbsp; &nbsp;решили,катя и саша решили,4.169925001,катя саша решить,"6,321928095",1,3.321928095,0,1,0,0,"['катя', 'саша', 'решить']"
973,52023255236,"за животным надо ухаживать и кормить , поить и играть чтоб животное не скучало в неволе",за животным надо ухаживать и кормить поить и играть чтоб животное не скучало в неволе,6.409390936,животное ухаживать кормить поить играть животное скучать неволя,"6,495087517",2.560225822,0,1,0,1,0,"['животное', 'ухаживать', 'кормить', 'поить', 'играть', 'животное', 'скучать', 'неволить']"
974,52024737953,"большая просторная клетка,правильное питание<br>",большая просторная клетка правильное питание,5.459431619,больший просторный клетка правильный питание,"7,434870046",7.168802469,1.584962501,1,0,1,0,"['больший', 'просторный', 'клетка', 'правильный', 'питание']"
975,24016694606,айрин,айрин,2.321928095,айрин,"4,247927513",1,0,0,1,0,0,['айрин']
976,24027143372,"надо ухаживать за птомцами,надо их не обижать",надо ухаживать за питомцами надо их не обижать,5.523561956,ухаживать питомец обижать,"6,409390936",5.807354922,0,0,1,0,0,"['ухаживать', 'питомец', 'обижать']"
977,52017266975,"ухаживать,заботится о нем,играть сним, кормить его",ухаживать заботиться о нем играть с ним кормить его,5.672425342,ухаживать заботиться немой играть кормить,"7,402483436",6.955138408,1.584962501,1,0,1,0,"['ухаживать', 'заботиться', 'немой', 'играть', 'кормить']"
978,52005055551,купить клетку и корм,купить клетку и корм,4.321928095,купить клетка корм,"5,576461672",1.569004927,0,0,1,0,0,"['купить', 'клетка', 'корм']"
979,24005929749,"<span style=""color: rgba(0, 0, 0, 0.87); font-size: 19.6622px; text-align: justify; background-color: rgb(255, 255, 255);"">лабиринты и колёса для бега, а также домики, внутри которых грызун может спрятаться</span>",лабиринты и колёса для бега а также домики внутри которых грызун может спрятаться,6.339850003,лабиринт колесо также домик внутри который грызун мочь спрятаться,"5,754887502",2.807354922,5,1,0,1,0,"['лабиринт', 'колесо', 'также', 'домик', 'внутри', 'который', 'грызун', 'мочь', 'спрятаться']"
980,24040817302,кормить ухаживать за&nbsp; морской свинкой и играть с ней и чистить ее клетку,кормить ухаживать за морской свинкой и играть с ней и чистить ее клетку,6.14974712,кормить ухаживать морской свинка играть чистить клетка,"6,442943496",7.918863237,1,1,0,1,0,"['кормить', 'ухаживать', 'морской', 'свинка', 'играть', 'чистить', 'клетка']"
981,24025072781,часто мыть клетку и заботиться о ней,часто мыть клетку и заботиться о ней,5.169925001,часто мыть клетка заботиться,"6,714245518",7.554588852,0,0,1,0,0,"['часто', 'мыть', 'клетка', 'заботиться']"
982,52026652580,купить клетку,купить клетку,3.700439718,купить клетка,"5,232353768",1.331131922,0,0,1,0,0,"['купить', 'клетка']"
983,52022956385,"большая клетка,еда,",большая клетка еда,4.169925001,больший клетка,"7,389678658",5.743003245,1,1,0,1,0,"['больший', 'клетка']"
984,52013995573,Для морской свинки создают лабиринты и колёса. Создают для них домики.,для морской свинки создают лабиринты и колёса создают для них домики,6.087462841,морской свинка создавать лабиринт колесо создавать домик,"7,074965624",7.800045675,1,2,0,0,1,"['морской', 'свинка', 'создавать', 'лабиринт', 'колесо', 'создавать', 'домик']"
985,24015946419,мог,мог,1.584962501,мочь,"4,95419631",7.033423002,0,0,1,0,0,['мочь']
986,52017686872,нужно за ней ухаживать. и кормить ее,нужно за ней ухаживать и кормить ее,5.129283017,нужно ухаживать кормить,"6,621817454",1.552868871,0,0,1,0,0,"['нужно', 'ухаживать', 'кормить']"
987,52026975239,клетка и корм,клетка и корм,3.700439718,клетка корм,"5,325530332",7.229645599,0,0,1,0,0,"['клетка', 'корм']"
988,24015541963,ухаживать и делать различения для своего питомца,ухаживать и делать различения для своего питомца,5.584962501,ухаживать делать различение свой питомец,"7,54689446",6.658211483,0,1,0,1,0,"['ухаживать', 'делать', 'различение', 'свой', 'питомец']"
989,52018500171,мыть клетку<div>&nbsp;покупать новые игрушки</div>,мыть клетку покупать новые игрушки,5.087462841,мыть клетка покупать новый игрушка,"6,677649179",7.731699174,2.807354922,1,0,1,0,"['мыть', 'клетка', 'покупать', 'новый', 'игрушка']"
990,52021209971,<div>кормитьу</div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div>,кормить,2.807354922,кормить,"7,564004641",1.32308179,6.781359714,0,1,0,0,['кормить']
991,52029615752,ухживать и кормить,ухаживать и кормить,4.247927513,ухаживать кормить,"5,869229846",2.24701605,0,0,1,0,0,"['ухаживать', 'кормить']"
992,52021529285,"ЗОВЕСТИ БОЛЬШУЮ КЛЕТКУ, КУПИТЬ МНОГО ИГРУШЕК<br>",завести большую клетку купить много игрушек,5.426264755,завести больший клетка купить игрушка,"7,514556266",5.968413363,1.584962501,2,0,0,1,"['завести', 'больший', 'клетка', 'купить', 'игрушка']"
993,54005165651,купить большой аквариум,купить большой аквариум,4.523561956,купить большой аквариум,"5,909533115",6.367615688,0,0,1,0,0,"['купить', 'большой', 'аквариум']"
994,52026207683,чистая клетка и кормить капустой или ламинарией,чистая клетка и кормить капустой или ламинарией,5.554588852,чистый клетка кормить капуста ламинария,"7,755962444",7.479238647,0,0,1,0,0,"['чистый', 'клетка', 'кормить', 'капуста', 'ламинария']"
995,52025866935,морская свинка снимает стрес когда ты нерничаеш<div>она маленькая и не очень много ест</div>,морская свинка снимает стресс когда ты нервничаешь она маленькая и не очень много есть,6.426264755,морской свинка снимать стресс нервничать маленький очень,"7,226094235",2.876566059,2.321928095,0,1,0,0,"['морской', 'свинка', 'снимать', 'стресс', 'нервничать', 'маленький', 'очень']"
996,52041134819,кормить заботиться,кормить заботиться,4.169925001,кормить заботиться,"7,571244483",4.699884729,0,0,1,0,0,"['кормить', 'заботиться']"
997,52016276123,Помучил она маленькая и красивая<div><br></div>,помучил она маленькая и красивая,5,помучить маленький красивый,"5,863095972",5.040103378,2.807354922,0,1,0,0,"['помучить', 'маленький', 'красивый']"
998,24021515652,если хочешь бери<div>верь в себя</div>,если хочешь бери верь в себя,4.807354922,хотеть брать верить,"6,906890596",1.584962501,2.321928095,0,1,0,0,"['хотеть', 'брать', 'верить']"
999,24005148611,обустроить ей клетку,обустроить ей клетку,4.321928095,обустроить клетка,"5,672425342",7.442943496,0,1,0,1,0,"['обустроить', 'клетка']"
1000,24034024634,"она очень воняет,надо заней убирать",она очень воняет надо за ней убирать,5.169925001,очень вонять убирать,"7,569855608",7.781359714,0,0,1,0,0,"['очень', 'вонять', 'убирать']"
1001,24018506298,"купить просторную клетку, купить кормушку и игрушки",купить просторную клетку купить кормушку и игрушки,5.64385619,купить просторный клетка купить кормушка игрушка,"6,426264755",2.321928095,0,2,0,0,1,"['купить', 'просторный', 'клетка', 'купить', 'кормушка', 'игрушка']"
1002,52015321549,нужна клатка,нужна клетка,3.584962501,нужный клетка,"5,359345461",1.640158155,0,0,1,0,0,"['нужный', 'клетка']"
1003,52011246416,"регулярно чистить клетку, придумывать разные игры",регулярно чистить клетку придумывать разные игры,5.584962501,регулярно чистить клетка придумывать разный игра,"7,345680231",7.016072827,0,1,0,1,0,"['регулярно', 'чистить', 'клетка', 'придумывать', 'разный', 'игра']"
1004,24018720499,"за ней надо заботится, КОРМИТЬ",за ней надо заботиться кормить,4.906890596,заботиться кормить,"7,14974712",6.977279923,0,0,1,0,0,"['заботиться', 'кормить']"
1005,24009498589,"За ней надо ухаживать, заботиться о ней",за ней надо ухаживать заботиться о ней,5.247927513,ухаживать заботиться,"6,022367813",7.14974712,0,0,1,0,0,"['ухаживать', 'заботиться']"
1006,52022061635,Нужно взять большую клетку&nbsp;<div>&nbsp;купить игрушки и менять их регулярно</div><div>посещать велетеринара для здоровья свинки</div>,нужно взять большую клетку купить игрушки и менять их регулярно посещать ветеринара для здоровья свинки,6.686500527,нужно взять больший клетка купить игрушка менять регулярно посещать ветеринар здоровье свинка,"8,195672404",6.330486694,3.807354922,2,0,0,1,"['нужно', 'взять', 'больший', 'клетка', 'купить', 'игрушка', 'менять', 'регулярно', 'посещать', 'ветеринар', 'здоровье', 'свинка']"
1007,24021448787,за ней нодо ухаживать<div><br></div>,за ней надо ухаживать,4.392317423,ухаживать,"6,50779464",3.169925001,2.807354922,0,1,0,0,['ухаживать']
1008,24021139936,ммынвныеаечвры,ммынвныеаечвры,3.807354922,ммынвныеаечвр,"3,169925001",6.129283017,0,0,1,0,0,['ммынвныеаечвр']
1009,24012154141,играть с ней и следить за её рационом,играть с ней и следить за её рационом,5.209453366,играть следить рацион,"6,129283017",7.787902559,0,2,0,0,1,"['играть', 'следить', 'рацион']"
1010,52026890322,купить клетку,купить клетку,3.700439718,купить клетка,"6,538305352",3.37587352,0,0,1,0,0,"['купить', 'клетка']"
1011,52023574714,две кормушки сухой корм.,две кормушки сухой корм,4.523561956,кормушка сухой корм,"7,62129732",8.717374831,0,0,1,0,0,"['кормушка', 'сухой', 'корм']"
1012,52020309277,они милые,они милые,3.169925001,милый,"5,268696379",7.721099189,0,0,1,0,0,['милый']
1013,52041829074,подумайте кто будет за ней ухаживать.подумайте о том где животное будет жить,подумайте кто будет за ней ухаживать подумайте о том где животное будет жить,6.247927513,подумать ухаживать подумать животное жить,"7,302739441",1.980390956,0,0,1,0,0,"['подумать', 'ухаживать', 'подумать', 'животное', 'жить']"
1014,52005003967,кормушку домик,кормушку домик,3.807354922,кормушка домик,"6,09034535",4.89656249,0,1,0,1,0,"['кормушка', 'домик']"
1015,24040762965,уделять ей внимание и ухаживать за ней,уделять ей внимание и ухаживать за ней,5.247927513,уделять внимание ухаживать,"6,209453366",7.375039431,0,0,1,0,0,"['уделять', 'внимание', 'ухаживать']"
1016,52021699116,заведите кота,заведите кота,3.700439718,завести,"5,806607619",3.123169543,0,0,1,0,0,['завести']
1017,24003046509,"чтобы она не скучала ,была в хорошем состоянии",чтобы она не скучала была в хорошем состоянии,5.491853096,скучать хороший состояние,"6,523561956",7.768184325,0,1,0,1,0,"['скучать', 'хороший', 'состояние']"
1018,24005974245,на до иметь чистоту корм и ухаживать за ней и иметь клетку,надо иметь чистоту корм и ухаживать за ней и иметь клетку,5.832890014,иметь чистота корм ухаживать иметь клетка,"5,95419631",7.14974712,0,0,1,0,0,"['иметь', 'чистота', 'корм', 'ухаживать', 'иметь', 'клетка']"
1019,24015593986,довать ей разные головаломки,давать ей разные головоломки,4.807354922,давать разный головоломка,"5,882643049",7.839203788,0,1,0,1,0,"['давать', 'разный', 'головоломка']"
1020,52030608183,Кормить 3 раза в день раз в 3 часа.<div>дресирововать каждый день и следить за здоровьем и давать игрушку и сделать тайник</div>,кормить раза в день раз в часа дрессировать каждый день и следить за здоровьем и давать игрушку и сделать тайник,6.807354922,кормить день дрессировать каждый день следить здоровье давать игрушка сделать тайник,"7,613008522",5.494831589,2.584962501,2,0,0,1,"['кормить', 'день', 'дрессировать', 'каждый', 'день', 'следить', 'здоровье', 'давать', 'игрушка', 'сделать', 'тайник']"
1021,24011266920,"наверное что бы было много места чтоб бы побегать, и мало маленький шель что бы она не убежала и не навредила себе.",наверное что бы было много места чтобы побегать и мало маленький шоль что бы она не убежала и не навредила себе,6.794415866,наверное место побегать мало маленький шоля убежать навредить,"8,016808288",2.321928095,1,1,0,1,0,"['наверное', 'место', 'побегать', 'мало', 'маленький', 'шоля', 'убежать', 'навредить']"
